id,latitude,longitude,time,magnitude,mc_current
1091,9.9557,92.8539,2011-10-28 10:21:59,3.8,4.8
1092,11.1371,91.8814,2011-10-27 14:44:47,3.5,4.8
1093,15.6271,93.8754,2011-10-24 18:15:23,3.4,4.8
1094,10.2503,91.6187,2011-10-19 03:30:33,3.6,4.8
1095,14.96,99.05,2011-10-16 09:40:00,2.0,4.8
1096,13.7511,93.796,2011-10-11 13:40:29,4.9,4.8
1097,17.1,98.42,2011-10-10 04:00:34,3.1,4.8
1098,15.7606,96.0661,2011-10-09 20:21:50,3.5,4.8
1099,12.1527,92.8936,2011-10-04 11:34:01,3.2,4.8
1100,12.9378,95.6655,2011-10-03 04:34:59,4.8,4.8
1101,12.9318,95.9507,2011-10-01 17:54:18,4.5,4.8
1102,12.9144,95.7597,2011-10-01 13:07:58,4.2,4.8
1103,12.9043,95.7325,2011-10-01 12:48:57,5.0,4.8
1104,12.9829,95.8682,2011-10-01 12:35:34,3.6,4.8
1105,12.8525,95.8386,2011-10-01 12:18:00,4.1,4.8
1106,12.6942,95.4674,2011-10-01 12:14:25,4.2,4.8
1107,13.0288,96.0039,2011-10-01 06:25:44,3.7,4.8
1108,12.4259,95.784,2011-10-01 06:17:34,3.6,4.8
1109,13.1134,96.1665,2011-10-01 06:13:39,3.7,4.8
1110,12.8988,95.389,2011-10-01 06:05:05,3.9,4.8
1111,12.8597,95.7199,2011-10-01 04:22:18,5.2,4.8
1112,12.8771,95.6945,2011-10-01 01:18:48,4.6,4.8
1113,14.0807,92.9951,2011-09-28 14:40:01,4.2,4.8
1114,11.9077,91.9804,2011-09-28 08:28:33,3.5,4.8
1115,12.8049,92.3938,2011-09-25 11:22:17,5.1,4.8
1116,14.0552,92.4957,2011-09-19 18:40:58,3.8,4.8
1117,11.3493,90.5227,2011-09-08 12:00:20,3.6,4.8
1118,14.93,98.9,2011-09-04 01:27:54,2.5,4.8
1119,14.97,98.97,2011-09-02 21:14:04,1.8,4.8
1120,12.9411,93.2147,2011-08-22 16:35:41,4.4,4.8
1121,15.0735,94.3192,2011-08-21 17:43:38,4.2,4.8
1122,12.0898,91.8805,2011-08-21 14:45:22,3.4,4.8
1123,13.934,93.1818,2011-08-14 09:44:16,3.7,4.8
1124,10.7434,91.3014,2011-08-07 13:30:12,3.7,4.8
1125,14.37,99.58,2011-08-07 03:58:55,2.5,4.8
1126,9.3289,92.532,2011-08-06 20:11:20,3.4,4.8
1127,10.694,94.5202,2011-07-30 03:28:25,3.6,4.8
1128,14.92,99.09,2011-07-29 21:06:22,2.2,4.8
1129,10.8487,94.6523,2011-07-29 03:45:23,3.4,4.8
1130,13.8763,92.8935,2011-07-22 12:34:20,4.4,4.8
1131,9.8477,92.5385,2011-07-18 04:35:34,3.6,4.8
1132,13.9623,93.113,2011-07-17 09:44:01,3.9,4.8
1133,9.7672,92.7334,2011-07-16 09:36:50,4.6,4.8
1134,12.9767,92.542,2011-07-15 00:15:34,3.6,4.8
1135,9.9074,92.7235,2011-07-13 15:44:13,3.8,4.8
1136,13.8264,92.6534,2011-07-12 02:55:16,4.2,4.8
1137,10.8093,91.9378,2011-06-30 09:44:26,3.6,4.8
1138,8.8473,91.8408,2011-06-29 18:49:23,3.6,4.8
1139,14.57,101.22,2011-06-28 08:21:22,1.7,4.8
1140,11.7586,91.4767,2011-06-27 06:20:19,3.5,4.8
1141,16.5853,95.1446,2011-06-25 09:50:10,3.6,4.8
1142,13.4676,92.5634,2011-06-22 07:24:27,3.6,4.8
1143,12.6183,93.4951,2011-06-21 01:29:13,4.0,4.8
1144,13.2413,92.4728,2011-06-20 19:06:47,3.3,4.8
1145,13.7139,92.8989,2011-06-18 10:03:51,4.5,4.8
1146,12.5923,94.1506,2011-06-15 22:31:34,3.5,4.8
1147,12.5045,92.0268,2011-06-11 16:43:27,3.6,4.8
1148,14.0857,92.8474,2011-06-09 09:51:03,4.9,4.8
1149,9.6911,92.5819,2011-06-03 07:27:12,5.5,4.8
1150,13.6566,93.0678,2011-05-28 13:00:24,4.0,4.8
1151,10.8917,91.4871,2011-05-28 06:22:12,4.6,4.8
1152,13.9859,93.1856,2011-05-27 18:33:31,3.6,4.8
1153,13.8102,93.268,2011-05-20 04:49:41,4.0,4.8
1154,13.7492,92.6272,2011-05-11 18:41:10,3.6,4.8
1155,10.2633,91.2299,2011-05-09 13:22:45,3.2,4.8
1156,13.859,92.8518,2011-05-07 16:25:41,3.5,4.8
1157,13.6333,92.9281,2011-05-05 22:03:28,4.4,4.8
1158,10.0807,93.1639,2011-05-04 07:53:42,3.9,4.8
1159,14.2991,93.0055,2011-05-02 20:32:00,4.1,4.8
1160,10.263,92.068,2011-05-01 21:57:40,3.7,4.8
1161,15.87,97.72,2011-04-28 18:28:09,3.1,4.8
1162,13.6899,92.7711,2011-04-26 00:31:46,4.0,4.8
1163,13.9098,92.6751,2011-04-24 17:35:40,4.1,4.8
1164,13.9859,93.0047,2011-04-24 11:07:09,3.2,4.8
1165,13.0554,93.4624,2011-04-24 06:19:14,3.9,4.8
1166,11.3924,92.6903,2011-04-21 15:16:02,3.5,4.8
1167,13.009,93.2062,2011-04-18 01:06:52,4.4,4.8
1168,10.018,85.4494,2011-04-16 15:01:49,3.4,4.8
1169,10.6481,91.6813,2011-04-15 18:23:58,4.3,4.8
1170,10.6593,91.5932,2011-04-15 12:42:57,4.3,4.8
1171,11.5167,94.0159,2011-04-14 19:57:22,3.5,4.8
1172,11.4078,94.0549,2011-04-13 07:37:49,3.4,4.8
1173,17.37,98.04,2011-04-07 11:56:57,3.0,4.8
1174,13.971,93.1571,2011-04-04 06:24:58,3.6,4.8
1175,11.1039,91.7503,2011-04-03 19:04:16,3.3,4.8
1176,13.9802,93.1972,2011-04-03 17:51:43,3.8,4.8
1177,10.2713,91.0146,2011-04-03 12:04:52,3.7,4.8
1178,10.4706,91.476,2011-04-02 10:30:09,3.8,4.8
1179,13.3307,92.7097,2011-03-21 17:15:39,3.1,4.8
1180,11.0986,95.1393,2011-03-20 21:37:31,3.6,4.8
1181,12.95,92.4113,2011-03-19 12:42:40,4.8,4.8
1182,13.181,94.2262,2011-03-15 22:16:54,3.9,4.8
1183,9.2457,93.1273,2011-03-07 09:16:11,3.6,4.8
1184,9.6683,93.1755,2011-03-07 07:56:53,3.7,4.8
1185,10.3882,93.3625,2011-03-05 02:24:46,3.3,4.8
1186,14.84,99.13,2011-03-04 01:06:10,2.3,4.8
1187,13.7946,92.519,2011-02-19 01:01:52,3.5,4.8
1188,12.3398,91.554,2011-02-18 22:52:13,3.5,4.8
1189,10.5575,91.6553,2011-02-16 11:30:29,3.8,4.8
1190,10.562,91.6646,2011-02-16 10:55:26,4.7,4.8
1191,10.4806,91.6016,2011-02-16 10:54:56,3.5,4.8
1192,11.7785,93.4574,2011-02-14 14:30:17,3.5,4.8
1193,13.9875,92.8991,2011-02-13 00:12:06,4.5,4.8
1194,13.1417,92.5005,2011-02-11 18:14:55,4.2,4.8
1195,9.1337,92.5507,2011-02-10 19:27:20,4.4,4.8
1196,12.1538,92.0884,2011-02-06 22:01:12,3.4,4.8
1197,13.4806,92.2117,2011-02-04 17:03:58,3.5,4.8
1198,12.8784,93.6803,2011-02-04 13:22:38,3.9,4.8
1199,14.0073,92.9844,2011-02-02 13:11:19,4.5,4.8
1200,10.4933,94.2001,2011-02-01 18:42:19,3.8,4.8
1201,10.572,94.3133,2011-02-01 13:50:20,3.6,4.8
1202,10.6096,94.0401,2011-02-01 13:39:47,5.5,4.8
1203,14.2893,96.5292,2011-02-01 10:24:22,4.5,4.8
1204,15.58,100.27,2011-01-30 10:29:31,2.2,4.8
1205,14.0259,93.0335,2011-01-27 22:01:12,3.4,4.8
1206,15.2217,94.1345,2011-01-26 21:07:54,3.3,4.8
1207,9.5274,93.9154,2011-01-23 16:09:14,3.7,4.8
1208,13.7667,92.8824,2011-01-22 04:18:46,3.5,4.8
1209,13.8975,92.7403,2011-01-21 18:00:31,3.8,4.8
1210,9.6227,92.4936,2011-01-19 14:07:25,3.2,4.8
1211,12.3615,92.0338,2011-01-18 19:57:43,3.4,4.8
1212,12.5694,95.3106,2011-01-16 23:42:55,3.6,4.8
1213,11.369,92.0594,2011-01-12 23:54:32,4.4,4.8
1214,10.0273,92.8096,2011-01-07 20:39:11,3.4,4.8
1215,10.3468,92.4715,2011-01-06 21:02:13,4.0,4.8
1216,14.4001,93.091,2011-01-01 17:36:08,4.7,4.8
1217,13.5347,92.7827,2010-12-26 10:41:59,3.6,4.8
1218,13.7385,92.6818,2010-12-26 05:43:58,3.6,4.8
1219,10.6348,93.3858,2010-12-23 23:24:15,4.0,4.8
1220,13.4826,92.7544,2010-12-22 18:22:27,3.6,4.8
1221,13.4124,94.4362,2010-12-15 11:58:29,3.7,4.8
1222,13.9624,93.0693,2010-12-13 06:09:52,3.8,4.8
1223,11.36,92.1645,2010-12-13 05:22:39,4.1,4.8
1224,11.8803,91.8947,2010-12-11 05:52:22,3.9,4.8
1225,11.8732,91.9075,2010-12-11 05:47:20,3.6,4.8
1226,12.9962,92.5447,2010-12-09 15:46:56,4.9,4.8
1227,10.6484,93.6081,2010-12-06 02:28:45,4.0,4.8
1228,14.122,92.654,2010-11-29 17:44:59,3.2,4.8
1229,9.5345,93.2423,2010-11-29 12:32:20,3.7,4.8
1230,11.1759,92.479,2010-11-28 12:39:35,3.6,4.8
1231,12.4414,92.6106,2010-11-25 19:24:09,3.5,4.8
1232,12.0468,94.8328,2010-11-22 14:24:53,3.5,4.8
1233,15.038,93.8502,2010-11-19 12:09:25,3.2,4.8
1234,13.8945,93.5324,2010-11-15 00:29:23,4.9,4.8
1235,10.8765,92.0819,2010-11-09 15:01:40,4.4,4.8
1236,10.4253,92.5333,2010-11-05 20:41:11,3.5,4.8
1237,12.3776,96.1114,2010-11-05 18:02:18,3.5,4.8
1238,16.8696,92.3905,2010-11-05 07:56:49,4.1,4.8
1239,10.46,91.0072,2010-10-29 20:23:08,3.4,4.8
1240,14.71,99.31,2010-10-27 14:32:06,3.5,4.8
1241,13.4604,92.6938,2010-10-22 00:34:49,3.6,4.8
1242,14.1909,92.9573,2010-10-21 20:07:09,4.6,4.8
1243,11.2676,92.5941,2010-10-17 16:06:30,3.4,4.8
1244,12.9088,92.3567,2010-10-17 10:15:11,5.0,4.8
1245,10.777,91.1399,2010-10-17 05:32:33,4.9,4.8
1246,10.3034,93.7106,2010-10-10 08:57:48,3.6,4.8
1247,10.7289,94.02,2010-10-04 00:45:08,3.8,4.8
1248,13.9877,92.9513,2010-10-03 02:58:10,4.8,4.8
1249,9.2084,92.7922,2010-10-02 10:45:49,3.4,4.8
1250,13.9067,92.9473,2010-09-30 20:05:45,3.9,4.8
1251,12.3785,93.3441,2010-09-27 09:15:51,3.8,4.8
1252,12.3005,92.5484,2010-09-27 04:36:53,4.6,4.8
1253,11.9383,94.8824,2010-09-20 17:16:50,3.8,4.8
1254,10.9894,95.1438,2010-09-19 11:28:01,4.4,4.8
1255,11.0296,94.8668,2010-09-19 11:10:20,4.9,4.8
1256,11.9447,92.1037,2010-09-17 21:06:02,3.3,4.8
1257,13.2147,93.5601,2010-09-16 08:41:57,3.7,4.8
1258,11.67,93.8257,2010-09-12 21:39:15,3.6,4.8
1259,11.4411,94.9197,2010-09-12 01:32:32,4.5,4.8
1260,15.68,100.75,2010-09-06 17:26:20,2.6,4.8
1261,14.1177,93.1965,2010-09-06 12:23:56,3.5,4.8
1262,13.646,92.415,2010-09-06 11:53:27,3.9,4.8
1263,11.4273,94.0266,2010-09-05 20:09:51,3.2,4.8
1264,14.74,99.04,2010-09-02 13:22:33,1.7,4.8
1265,12.6894,92.4767,2010-09-02 00:16:39,5.1,4.8
1266,15.93,97.94,2010-09-01 16:58:01,3.1,4.8
1267,14.5721,94.3149,2010-08-30 14:32:41,3.4,4.8
1268,11.011,92.1599,2010-08-27 15:42:07,4.4,4.8
1269,13.4958,92.7327,2010-08-27 08:56:23,3.6,4.8
1270,10.0329,93.6816,2010-08-26 04:04:35,4.3,4.8
1271,13.9747,93.0573,2010-08-25 08:26:10,4.2,4.8
1272,11.6048,95.2528,2010-08-25 04:47:14,4.2,4.8
1273,13.4376,92.6935,2010-08-22 14:41:53,3.3,4.8
1274,10.3124,94.6589,2010-08-22 07:42:56,3.6,4.8
1275,16.68,97.57,2010-08-20 16:04:16,3.5,4.8
1276,11.0759,95.065,2010-08-19 22:19:19,5.1,4.8
1277,14.91,98.97,2010-08-18 20:30:46,2.8,4.8
1278,14.0084,93.2919,2010-08-18 04:41:44,4.2,4.8
1279,12.8343,92.4181,2010-08-17 12:04:56,3.8,4.8
1280,11.4759,94.9432,2010-08-17 01:39:30,5.4,4.8
1281,11.0109,94.4686,2010-08-17 01:34:26,3.6,4.8
1282,11.6585,92.7001,2010-08-16 21:04:30,3.7,4.8
1283,14.69,99.2,2010-08-16 01:40:59,3.4,4.8
1284,14.4495,92.6044,2010-08-15 01:03:05,3.5,4.8
1285,10.8964,92.3144,2010-08-14 19:41:59,4.2,4.8
1286,13.6348,92.8088,2010-08-09 22:21:44,5.2,4.8
1287,14.6,98.78,2010-08-09 13:44:22,2.7,4.8
1288,14.62,98.79,2010-08-09 13:43:19,3.1,4.8
1289,13.9698,93.0825,2010-08-09 13:40:10,3.3,4.8
1290,11.4514,92.4597,2010-08-07 22:43:42,3.6,4.8
1291,13.7376,92.9771,2010-08-07 20:36:57,3.5,4.8
1292,17.47,98.23,2010-08-07 05:16:14,2.7,4.8
1293,10.3636,91.4811,2010-08-04 21:39:44,3.7,4.8
1294,13.6592,92.5117,2010-08-04 19:52:59,3.5,4.8
1295,10.9081,93.1545,2010-08-03 01:48:12,5.1,4.8
1296,9.2366,92.4367,2010-08-02 09:48:10,3.4,4.8
1297,14.0041,93.0355,2010-08-02 04:49:28,4.0,4.8
1298,17.4,98.13,2010-08-01 18:06:29,2.5,4.8
1299,13.2478,93.0174,2010-07-31 07:34:13,3.3,4.8
1300,9.2196,82.4411,2010-07-30 21:16:15,3.7,4.8
1301,14.0912,93.114,2010-07-30 09:58:46,4.0,4.8
1302,9.664,93.245,2010-07-26 02:54:23,4.5,4.8
1303,13.6185,93.7551,2010-07-26 01:46:22,3.7,4.8
1304,16.2634,94.6764,2010-07-25 13:31:56,4.0,4.8
1305,16.4854,94.6098,2010-07-25 08:57:08,4.6,4.8
1306,10.887,91.9163,2010-07-25 06:25:12,4.0,4.8
1307,9.2906,92.4304,2010-07-24 18:54:48,3.7,4.8
1308,14.23,99.05,2010-07-23 21:54:01,2.0,4.8
1309,11.0141,91.8929,2010-07-22 16:11:14,4.5,4.8
1310,11.029,91.8361,2010-07-22 06:20:27,4.6,4.8
1311,14.3033,93.0462,2010-07-21 03:57:43,3.9,4.8
1312,13.8966,93.0298,2010-07-20 07:42:27,3.6,4.8
1313,10.5776,93.8996,2010-07-20 05:23:38,3.6,4.8
1314,10.5224,93.8469,2010-07-16 17:29:35,3.8,4.8
1315,9.9808,94.0151,2010-07-16 17:28:34,4.0,4.8
1316,10.5054,93.4395,2010-07-16 04:05:57,3.6,4.8
1317,13.0169,92.787,2010-07-15 13:23:21,3.4,4.8
1318,13.2053,92.5386,2010-07-13 12:25:20,3.3,4.8
1319,13.5912,92.9623,2010-07-13 06:57:42,3.6,4.8
1320,16.73,98.38,2010-07-12 21:48:13,2.7,4.8
1321,10.629,92.9248,2010-07-12 04:48:42,3.8,4.8
1322,11.2079,93.2984,2010-07-09 02:08:42,4.2,4.8
1323,14.3442,93.2003,2010-07-08 13:46:58,5.0,4.8
1324,11.7445,92.6772,2010-07-07 09:38:02,3.6,4.8
1325,15.18,98.93,2010-07-05 06:19:00,2.7,4.8
1326,10.4621,93.8747,2010-07-05 01:07:01,3.7,4.8
1327,10.5055,93.6967,2010-07-04 11:16:44,4.4,4.8
1328,10.2728,92.1536,2010-07-02 18:23:09,5.4,4.8
1329,12.7015,92.3204,2010-07-01 23:27:09,3.7,4.8
1330,14.42,99.81,2010-07-01 05:29:25,1.9,4.8
1331,13.0781,93.0657,2010-06-28 21:19:49,3.6,4.8
1332,13.1597,91.6557,2010-06-28 19:00:02,3.3,4.8
1333,13.0495,92.3995,2010-06-27 22:43:14,3.7,4.8
1334,13.2984,95.861,2010-06-27 11:50:49,3.7,4.8
1335,14.64,99.22,2010-06-27 11:19:29,2.7,4.8
1336,13.2646,95.6563,2010-06-27 10:51:46,5.0,4.8
1337,13.3194,95.7974,2010-06-27 09:43:40,5.0,4.8
1338,13.4444,95.9994,2010-06-27 08:41:53,3.9,4.8
1339,17.68,97.2,2010-06-26 02:38:15,3.3,4.8
1340,14.9918,96.2396,2010-06-25 19:46:55,3.6,4.8
1341,13.309,92.1581,2010-06-24 18:44:23,3.7,4.8
1342,12.942,92.7494,2010-06-24 12:48:06,3.6,4.8
1343,12.2815,92.4326,2010-06-22 12:16:19,3.5,4.8
1344,10.6809,92.7712,2010-06-22 06:45:01,3.6,4.8
1345,9.3427,90.4692,2010-06-20 21:53:33,3.5,4.8
1346,13.0663,92.9029,2010-06-20 04:34:09,3.6,4.8
1347,13.2008,93.0817,2010-06-18 23:09:32,5.9,4.8
1348,16.9391,94.7643,2010-06-18 03:20:40,4.0,4.8
1349,12.8602,91.1144,2010-06-17 08:44:55,3.4,4.8
1350,8.868,91.3821,2010-06-16 15:17:00,3.3,4.8
1351,14.0382,92.8293,2010-06-16 07:50:44,4.8,4.8
1352,10.4748,90.8563,2010-06-15 20:08:36,3.3,4.8
1353,9.4874,90.962,2010-06-14 00:20:08,3.5,4.8
1354,14.68,99.32,2010-06-13 12:20:07,2.1,4.8
1355,14.55,99.23,2010-06-13 08:19:29,3.6,4.8
1356,11.9856,92.0752,2010-06-13 07:39:55,4.1,4.8
1357,14.59,99.34,2010-06-11 00:37:41,3.1,4.8
1358,13.9937,93.0223,2010-06-04 16:24:05,3.5,4.8
1359,15.9575,92.9936,2010-06-04 12:43:04,3.2,4.8
1360,15.02,98.73,2010-06-02 13:53:57,3.0,4.8
1361,11.2109,93.6519,2010-05-31 19:51:47,6.5,4.8
1362,11.6646,92.6129,2010-05-30 15:21:13,3.6,4.8
1363,11.5294,93.5342,2010-05-28 19:21:51,3.8,4.8
1364,13.8473,93.12,2010-05-26 19:39:41,3.4,4.8
1365,13.6842,92.8468,2010-05-26 06:53:03,3.6,4.8
1366,11.2223,92.1815,2010-05-25 00:52:00,4.6,4.8
1367,15.8332,94.3294,2010-05-22 23:07:15,3.6,4.8
1368,14.1618,92.7598,2010-05-22 17:40:31,4.3,4.8
1369,14.3491,93.0274,2010-05-22 16:15:47,3.5,4.8
1370,11.3506,92.0799,2010-05-18 16:36:21,3.6,4.8
1371,12.516,95.0692,2010-05-18 09:32:21,4.0,4.8
1372,14.0565,93.0179,2010-05-17 09:19:13,4.1,4.8
1373,14.9766,93.5154,2010-05-17 04:17:03,3.5,4.8
1374,14.3561,93.197,2010-05-16 08:55:45,5.1,4.8
1375,14.0714,92.9745,2010-05-14 16:59:17,4.4,4.8
1376,14.0586,92.8489,2010-05-14 11:31:30,4.3,4.8
1377,13.5934,93.4877,2010-05-13 09:23:07,3.4,4.8
1378,14.3276,93.1094,2010-05-13 00:19:29,4.2,4.8
1379,9.4931,93.4054,2010-05-09 22:54:01,3.4,4.8
1380,14.269,93.1899,2010-05-08 14:38:15,3.7,4.8
1381,13.8926,92.5918,2010-05-07 22:04:43,3.5,4.8
1382,9.4384,93.1077,2010-05-07 17:58:34,4.8,4.8
1383,13.5835,92.7279,2010-05-07 09:23:52,4.9,4.8
1384,14.3052,93.0537,2010-05-05 09:31:09,4.4,4.8
1385,13.1277,91.6114,2010-05-04 07:28:33,3.6,4.8
1386,13.5501,92.7038,2010-05-02 05:53:43,4.5,4.8
1387,10.9656,94.8115,2010-05-02 01:31:46,4.2,4.8
1388,13.5549,92.7162,2010-05-01 21:18:56,5.0,4.8
1389,10.0617,92.4723,2010-05-01 17:46:03,3.3,4.8
1390,12.0974,92.4636,2010-04-30 20:21:55,3.3,4.8
1391,13.7785,92.8666,2010-04-24 22:50:26,4.2,4.8
1392,10.9672,93.6303,2010-04-19 13:54:06,4.8,4.8
1393,12.0912,92.4149,2010-04-17 07:00:05,3.4,4.8
1394,14.7496,92.789,2010-04-15 20:52:33,2.7,4.8
1395,12.8683,92.5866,2010-04-14 21:19:43,3.6,4.8
1396,10.7548,93.6288,2010-04-12 22:37:16,4.0,4.8
1397,13.3683,92.5622,2010-04-12 02:29:58,3.6,4.8
1398,13.3274,92.6506,2010-04-11 04:49:41,3.3,4.8
1399,8.8113,93.9251,2010-04-10 23:53:21,3.7,4.8
1400,13.2111,91.7471,2010-04-10 00:56:46,3.5,4.8
1401,14.3878,93.0593,2010-04-09 18:02:23,4.8,4.8
1402,14.5469,93.0142,2010-04-09 17:59:42,4.8,4.8
1403,13.5758,92.6741,2010-04-08 04:39:40,3.8,4.8
1404,10.9325,91.5628,2010-04-04 16:26:06,3.7,4.8
1405,10.9266,92.1963,2010-04-04 02:40:57,4.0,4.8
1406,14.0419,93.1958,2010-04-01 08:29:28,3.9,4.8
1407,13.6566,92.8778,2010-04-01 07:19:59,4.9,4.8
1408,13.7276,92.666,2010-03-31 07:21:13,4.0,4.8
1409,13.4326,92.6701,2010-03-31 01:01:58,3.6,4.8
1410,13.7974,92.7765,2010-03-30 20:33:37,4.4,4.8
1411,13.6486,92.8513,2010-03-30 17:14:44,4.4,4.8
1412,13.6128,92.8746,2010-03-30 16:54:47,6.6,4.8
1413,14.4482,93.1599,2010-03-28 21:32:30,3.6,4.8
1414,13.588,92.5518,2010-03-28 19:19:21,3.7,4.8
1415,13.6346,92.9772,2010-03-27 17:20:01,4.1,4.8
1416,11.7526,93.2575,2010-03-26 07:10:21,3.3,4.8
1417,14.0739,92.885,2010-03-23 11:24:29,3.3,4.8
1418,14.1986,93.0252,2010-03-22 16:31:57,3.9,4.8
1419,13.9551,92.933,2010-03-20 20:15:05,4.5,4.8
1420,13.6246,93.6806,2010-03-18 20:25:59,3.7,4.8
1421,14.1855,92.8968,2010-03-18 08:22:23,3.7,4.8
1422,10.1965,92.6854,2010-03-17 22:28:18,3.4,4.8
1423,13.7903,93.031,2010-03-17 03:26:55,3.9,4.8
1424,11.7173,92.8688,2010-03-15 10:40:48,3.3,4.8
1425,13.4894,92.7265,2010-03-13 20:44:16,3.6,4.8
1426,14.9162,96.2972,2010-03-13 08:53:28,4.7,4.8
1427,13.3734,92.2144,2010-03-11 10:28:48,3.4,4.8
1428,14.4681,93.3972,2010-03-04 07:19:50,3.7,4.8
1429,14.1817,93.1291,2010-03-01 21:15:13,4.7,4.8
1430,14.1387,93.1266,2010-02-25 03:51:48,4.9,4.8
1431,12.1058,92.4066,2010-02-25 03:03:28,3.5,4.8
1432,15.7955,99.0456,2010-02-25 00:33:02,3.5,4.8
1433,13.674,93.2456,2010-02-24 18:33:30,3.7,4.8
1434,11.1361,91.8327,2010-02-22 16:01:14,3.4,4.8
1435,12.9637,93.62,2010-02-19 02:15:28,4.8,4.8
1436,14.0753,93.0218,2010-02-18 13:25:52,3.7,4.8
1437,14.4434,93.2527,2010-02-18 11:57:43,3.6,4.8
1438,13.9717,93.0428,2010-02-18 11:30:52,3.7,4.8
1439,13.865,92.8597,2010-02-16 07:07:48,4.7,4.8
1440,14.0861,93.0459,2010-02-16 04:14:22,4.6,4.8
1441,13.7106,90.5303,2010-02-14 11:04:55,3.2,4.8
1442,9.722,92.7332,2010-02-14 07:50:47,3.4,4.8
1443,13.6273,92.9156,2010-02-13 15:31:20,3.7,4.8
1444,16.0775,87.8014,2010-02-11 12:43:27,3.6,4.8
1445,14.0581,92.9498,2010-02-10 18:02:35,4.5,4.8
1446,15.9321,96.287,2010-02-06 09:16:32,3.2,4.8
1447,17.2192,92.6191,2010-02-06 02:06:38,3.5,4.8
1448,11.7751,92.0022,2010-02-05 05:37:09,3.5,4.8
1449,9.9912,92.7215,2010-02-03 09:30:38,3.3,4.8
1450,13.7386,92.6923,2010-02-02 13:31:59,3.4,4.8
1451,10.75,92.004,2010-02-02 05:54:54,4.7,4.8
1452,14.6102,92.9287,2010-01-31 19:03:16,3.9,4.8
1453,10.1704,91.7078,2010-01-31 11:22:36,3.8,4.8
1454,14.1701,93.1035,2010-01-30 16:39:26,4.1,4.8
1455,10.9702,93.0557,2010-01-29 23:35:38,3.5,4.8
1456,13.1889,92.4977,2010-01-29 22:48:43,3.8,4.8
1457,17.7,97.68,2010-01-29 16:31:44,2.9,4.8
1458,14.0557,93.041,2010-01-25 04:54:30,3.6,4.8
1459,10.0518,93.4704,2010-01-20 15:07:05,4.0,4.8
1460,10.9251,91.918,2010-01-20 13:44:42,3.7,4.8
1461,9.0038,87.063,2010-01-18 17:34:32,3.7,4.8
1462,11.4296,92.8808,2010-01-16 18:20:01,3.4,4.8
1463,14.1872,93.1248,2010-01-16 06:31:29,4.9,4.8
1464,9.3628,92.2168,2010-01-15 23:50:39,3.1,4.8
1465,10.5374,93.8944,2010-01-15 10:26:13,3.8,4.8
1466,14.1449,93.0645,2010-01-11 12:39:17,3.2,4.8
1467,14.24,93.2963,2010-01-11 03:38:38,4.0,4.8
1468,11.9326,92.3553,2010-01-04 20:05:39,3.8,4.8
1469,14.4255,93.077,2009-12-27 17:18:46,4.0,4.8
1470,13.615,93.81,2009-12-27 16:22:12,3.2,4.8
1471,13.9875,93.125,2009-12-26 02:18:02,3.2,4.8
1472,14.0246,92.8736,2009-12-26 00:23:38,5.0,4.8
1473,12.9426,93.1452,2009-12-23 07:54:28,3.4,4.8
1474,10.5577,91.6902,2009-12-22 23:55:25,3.3,4.8
1475,14.4142,92.9188,2009-12-22 19:29:45,4.0,4.8
1476,14.2814,93.4109,2009-12-21 06:41:15,3.5,4.8
1477,11.6272,91.8505,2009-12-19 06:53:30,3.4,4.8
1478,13.1982,91.6486,2009-12-17 11:24:38,3.4,4.8
1479,13.8605,93.1,2009-12-17 06:34:28,3.5,4.8
1480,10.0851,93.0362,2009-12-16 06:15:37,3.4,4.8
1481,14.0476,92.9851,2009-12-16 05:29:10,4.3,4.8
1482,12.7199,93.0293,2009-12-15 07:23:49,3.6,4.8
1483,13.9719,94.2816,2009-12-12 11:35:15,3.6,4.8
1484,13.6328,92.4963,2009-12-11 10:44:17,3.4,4.8
1485,14.2958,92.7534,2009-12-11 09:27:45,3.6,4.8
1486,13.858,92.205,2009-12-10 18:58:31,3.2,4.8
1487,13.4674,92.6395,2009-12-09 20:54:44,3.5,4.8
1488,13.4455,93.4484,2009-12-08 22:35:20,3.2,4.8
1489,12.7836,92.7485,2009-12-08 13:42:29,3.7,4.8
1490,11.2147,92.6052,2009-12-08 10:40:53,3.6,4.8
1491,13.6593,92.5363,2009-12-08 04:58:42,3.7,4.8
1492,12.5355,92.667,2009-12-07 23:03:12,3.9,4.8
1493,14.166,93.2165,2009-12-07 22:16:34,4.1,4.8
1494,10.8365,91.3992,2009-12-06 12:20:41,3.4,4.8
1495,9.1974,92.8404,2009-12-05 17:59:24,3.6,4.8
1496,11.7163,91.609,2009-12-05 13:10:59,3.5,4.8
1497,12.2842,90.8506,2009-12-05 11:56:13,3.2,4.8
1498,12.3198,90.5782,2009-12-05 11:47:21,3.7,4.8
1499,10.803,91.4324,2009-12-05 06:34:40,3.4,4.8
1500,13.6076,93.6888,2009-12-03 15:07:32,3.5,4.8
1501,13.6164,92.8303,2009-12-01 11:40:45,5.3,4.8
1502,13.4365,92.9876,2009-12-01 02:13:42,3.6,4.8
1503,14.1968,91.9934,2009-11-30 16:40:59,3.5,4.8
1504,13.6916,93.779,2009-11-30 07:29:01,3.2,4.8
1505,14.0405,93.2316,2009-11-29 22:41:59,3.8,4.8
