id,latitude,longitude,time,magnitude
485,12.1895,95.0107,2015-09-22 09:33:46,4.7
486,13.7951,92.7587,2015-08-29 02:05:16,4.2
487,14.9491,98.334,2015-08-20 12:10:25,4.0
488,13.8694,93.1451,2015-08-16 21:35:24,4.5
489,11.6791,92.296,2015-08-03 20:47:47,4.7
490,12.9673,92.4466,2015-07-28 21:29:06,4.2
491,15.1098,98.4891,2015-07-14 14:25:12,4.4
492,12.9625,93.1128,2015-07-04 18:41:33,4.5
493,11.3347,94.9516,2015-07-03 03:16:35,5.5
494,11.4525,94.8453,2015-07-03 02:20:33,4.8
495,13.0999,93.2155,2015-07-03 00:37:44,4.8
496,11.2432,94.9114,2015-06-30 15:48:04,4.5
497,9.6497,93.3138,2015-06-15 19:10:23,4.3
498,13.9071,93.5981,2015-06-12 18:29:28,5.1
499,15.6522,96.2468,2015-06-03 08:02:41,4.0
500,9.5872,92.5996,2015-05-24 01:32:57,4.0
501,10.6452,91.2189,2015-05-12 08:29:26,4.0
502,13.732,92.8306,2015-05-08 03:02:32,4.5
503,12.596,95.2323,2015-05-06 14:45:26,4.4
504,10.7692,91.9968,2015-05-01 08:58:42,5.3
505,14.034,93.1922,2015-04-29 01:29:50,4.2
506,11.8887,95.171,2015-04-23 23:59:25,4.2
507,12.2233,94.9306,2015-04-23 23:58:21,4.9
508,14.1,92.8353,2015-04-21 00:17:28,4.9
509,10.7416,93.3529,2015-04-18 17:22:29,4.2
510,10.8285,93.847,2015-04-14 22:02:00,4.1
511,14.0943,93.9636,2015-04-13 05:55:11,4.3
512,14.0318,92.7927,2015-04-09 22:49:42,4.8
513,10.5567,93.3377,2015-04-03 12:45:22,4.6
514,9.8919,93.3965,2015-03-27 18:51:49,4.8
515,13.5093,91.9618,2015-03-25 10:13:11,4.3
516,9.8911,93.4203,2015-03-13 04:17:24,4.1
517,13.3866,92.585,2015-03-08 15:43:45,4.6
518,9.6174,90.2835,2015-02-26 18:52:33,4.4
519,10.7824,92.0671,2015-02-23 06:32:07,4.5
520,10.1211,91.5372,2015-02-15 20:51:41,4.0
521,13.2086,92.2859,2015-02-11 03:30:13,5.3
522,10.0379,92.8999,2015-02-09 14:13:06,4.7
523,9.0845,92.4693,2015-02-09 00:33:27,4.1
524,12.4016,95.1995,2015-01-30 06:37:35,4.2
525,10.5676,93.3747,2015-01-27 04:54:35,4.0
526,12.4384,92.7741,2015-01-26 18:29:25,4.4
527,12.7182,92.7555,2015-01-23 00:29:42,4.2
528,12.8062,93.0318,2015-01-22 07:43:13,4.0
529,11.0009,93.5564,2015-01-10 13:06:35,4.6
530,11.7809,93.6035,2014-12-08 05:39:01,4.5
531,11.1802,93.5923,2014-11-29 18:01:01,4.6
532,12.4268,92.7593,2014-11-28 01:18:45,5.1
533,17.2234,96.3476,2014-11-28 01:09:40,4.4
534,16.2825,86.0727,2014-11-03 19:06:22,4.4
535,17.5711,94.3177,2014-10-27 14:33:46,4.4
536,13.2791,91.4487,2014-10-22 01:17:10,4.0
537,12.8759,93.8834,2014-10-12 03:32:46,5.2
538,14.0088,93.1401,2014-10-09 01:41:20,4.4
539,10.6561,92.525,2014-10-08 00:22:50,4.0
540,14.2715,93.1247,2014-10-06 14:10:21,4.6
541,10.6375,92.3186,2014-10-03 03:48:46,4.3
542,12.5152,95.1679,2014-09-26 04:21:24,5.5
543,14.06,93.1583,2014-09-24 00:59:15,4.3
544,10.5496,91.7378,2014-09-09 23:11:48,4.0
545,14.3109,92.8559,2014-09-08 13:11:01,4.6
546,14.2999,93.1105,2014-08-25 08:43:03,4.6
547,9.0717,85.8,2014-08-24 15:54:20,4.1
548,9.2284,93.5937,2014-08-12 20:52:06,4.9
549,10.5702,91.7169,2014-08-09 22:18:37,4.4
550,12.5912,95.3368,2014-08-09 21:11:48,4.3
551,15.9283,96.1768,2014-08-05 23:28:34,4.2
552,15.8545,96.2541,2014-08-05 16:11:53,4.6
553,15.8294,96.1266,2014-08-05 15:34:05,4.2
554,11.8708,93.6433,2014-08-02 16:18:59,4.7
555,12.5259,95.5536,2014-08-02 01:01:57,4.0
556,11.9976,95.1248,2014-08-01 21:47:04,4.6
557,12.4019,95.5705,2014-08-01 21:11:08,4.6
558,12.2928,96.0138,2014-08-01 16:20:24,4.1
559,12.3436,95.0439,2014-07-31 17:34:08,5.1
560,12.4743,95.2033,2014-07-31 17:33:29,4.9
561,12.4404,95.3165,2014-07-31 14:21:11,4.6
562,12.388,95.192,2014-07-31 13:40:59,5.8
563,12.3162,95.1948,2014-07-31 13:40:27,4.4
564,14.3245,93.0942,2014-07-29 07:07:10,5.3
565,14.3603,93.0904,2014-07-29 07:07:07,5.4
566,11.9283,93.2537,2014-06-28 05:57:04,4.4
567,8.8926,93.7566,2014-06-26 17:12:48,4.2
568,10.3814,93.6808,2014-06-16 21:29:55,4.4
569,10.8933,91.7992,2014-06-10 19:45:45,4.0
570,16.517,95.6308,2014-05-31 17:31:45,4.7
571,12.1516,95.2422,2014-05-12 08:33:27,4.5
572,13.4652,93.4373,2014-05-09 20:23:22,4.3
573,13.6434,92.8733,2014-05-01 00:56:11,4.1
574,15.2239,96.3653,2014-04-27 07:29:53,4.1
575,11.2321,93.6041,2014-04-14 11:07:22,4.2
576,12.2872,93.1255,2014-04-11 00:45:06,4.8
577,12.605,95.1878,2014-03-31 04:36:33,4.1
578,13.9065,92.9991,2014-03-26 08:34:40,4.6
579,13.8635,93.9775,2014-03-19 14:02:12,4.4
580,12.8411,95.4567,2014-03-18 12:48:40,4.2
581,13.6715,92.8131,2014-03-11 11:23:54,4.8
582,12.5235,93.2778,2014-03-09 23:01:13,4.1
583,11.0168,92.1679,2014-03-01 06:06:29,4.6
584,13.9874,92.9037,2014-02-19 15:02:10,4.4
585,9.8397,93.6641,2014-02-16 05:19:22,4.0
586,11.4231,93.4809,2014-02-13 06:23:38,4.2
587,11.8069,94.8373,2014-02-07 03:15:16,4.5
588,11.9418,95.0491,2014-02-07 02:04:58,4.1
589,12.3022,95.064,2014-02-02 23:43:59,5.4
590,14.2055,93.1915,2014-01-27 20:12:45,4.3
591,13.1616,95.7902,2014-01-24 13:48:58,4.4
592,15.3058,96.1495,2014-01-18 00:55:48,4.6
593,14.7628,95.3915,2014-01-18 00:18:48,4.4
594,15.3597,96.4256,2014-01-17 22:26:46,4.2
595,8.9051,93.6887,2014-01-14 08:36:09,4.4
596,11.7868,95.834,2013-12-29 11:49:52,4.1
597,12.3029,95.1888,2013-12-29 11:45:31,4.4
598,10.9089,91.8751,2013-12-25 02:57:59,4.3
599,14.2552,93.0291,2013-12-20 03:04:36,4.9
600,9.5583,92.9361,2013-12-09 07:39:39,4.9
601,11.5083,93.7182,2013-12-07 01:06:38,4.6
602,13.8247,92.9334,2013-12-04 03:59:16,4.7
603,12.3447,95.1198,2013-11-20 10:09:19,5.6
604,11.1201,91.9644,2013-11-10 20:30:05,4.4
605,14.0981,93.0699,2013-11-06 09:34:44,4.4
606,14.2335,93.1136,2013-11-04 12:56:21,4.8
607,10.4641,92.7725,2013-11-03 06:54:06,4.8
608,13.7315,96.7402,2013-11-01 15:54:23,4.3
609,9.8735,92.7597,2013-10-28 08:40:40,4.4
610,14.3004,93.0744,2013-10-26 11:06:25,4.2
611,14.2339,93.0535,2013-10-24 20:14:30,4.2
612,14.2349,93.1142,2013-10-24 17:57:37,5.5
613,14.0799,92.9905,2013-10-17 00:33:14,4.2
614,10.5799,91.3773,2013-10-15 00:41:04,4.6
615,10.7378,91.7494,2013-10-13 05:53:00,4.1
616,10.3594,92.1855,2013-10-09 11:35:59,4.3
617,9.7614,93.7376,2013-10-08 09:31:09,4.6
618,12.9513,92.6571,2013-10-06 06:59:09,4.5
619,12.9652,93.2253,2013-09-18 15:43:02,4.4
620,16.7086,94.5349,2013-09-15 22:47:27,4.3
621,10.442,92.2346,2013-09-11 10:09:40,4.5
622,8.9816,93.8237,2013-09-05 01:13:29,4.2
623,11.1007,95.1956,2013-08-18 00:14:40,4.2
624,11.2385,93.2322,2013-08-17 14:41:19,4.6
625,10.9551,95.0594,2013-08-15 16:51:35,4.6
626,10.3465,93.2809,2013-08-12 05:06:04,4.0
627,13.9798,92.9314,2013-07-29 02:26:26,4.5
628,13.0895,93.1765,2013-07-24 19:51:57,4.7
629,10.9252,91.687,2013-07-11 23:25:58,4.2
630,10.6794,93.4608,2013-06-28 15:35:55,4.9
631,9.358,91.2404,2013-06-26 05:48:46,4.9
632,13.8085,92.3077,2013-06-15 08:05:41,4.1
633,10.5032,91.5188,2013-06-06 13:03:24,4.6
634,13.9652,93.0976,2013-05-14 14:57:01,4.1
635,15.2604,96.3699,2013-05-07 21:04:52,4.3
636,13.9431,92.9673,2013-05-07 15:01:46,4.3
637,15.2643,96.2009,2013-05-07 08:59:32,4.2
638,13.3251,92.1634,2013-05-06 20:53:56,4.4
639,12.8882,93.3341,2013-05-03 04:16:09,4.5
640,14.0914,93.2774,2013-04-25 11:44:54,4.0
641,13.8934,93.0222,2013-04-18 21:18:42,4.2
642,12.941,93.0811,2013-04-14 09:55:35,4.1
643,11.0737,93.3512,2013-03-26 04:26:18,4.5
644,14.3748,93.092,2013-03-20 23:02:06,4.3
645,12.688,93.699,2013-03-20 02:10:26,4.7
646,13.2989,95.8528,2013-02-26 14:42:33,4.5
647,13.3421,95.8344,2013-02-26 12:23:39,4.2
648,13.2941,95.8045,2013-02-26 12:12:03,4.2
649,11.0067,92.0088,2013-02-24 14:33:22,4.7
650,13.9023,92.9066,2013-02-05 03:57:28,4.8
651,11.695,92.7438,2013-02-04 01:19:27,4.6
652,14.0989,93.0264,2013-01-31 20:30:59,4.6
653,11.1183,91.9398,2013-01-12 09:45:44,4.1
654,13.3128,92.3371,2013-01-11 09:10:15,4.9
655,14.4978,93.9596,2012-11-29 12:22:11,4.7
656,13.904,93.5664,2012-11-26 23:13:51,5.0
657,10.3572,92.527,2012-10-28 03:08:49,5.0
658,13.6342,93.0051,2012-10-27 18:50:53,4.4
659,13.5845,96.062,2012-10-21 07:54:46,4.7
660,12.7391,93.7913,2012-10-06 02:59:06,4.0
661,10.5932,93.742,2012-09-23 02:12:35,4.0
662,10.2467,93.5324,2012-09-10 21:38:16,4.6
663,10.5345,93.6248,2012-09-10 18:52:14,4.4
664,10.42,93.5288,2012-09-10 14:35:43,5.1
665,10.4601,93.3404,2012-09-10 13:16:21,4.5
666,10.415,93.4635,2012-09-10 13:11:30,4.2
667,13.603,92.8145,2012-09-10 06:19:21,5.1
668,10.1866,92.7289,2012-08-27 12:05:22,5.2
669,13.4062,93.4854,2012-08-24 18:35:04,4.0
670,10.5229,91.6991,2012-08-19 12:13:32,4.3
671,13.9458,93.0416,2012-08-07 01:49:52,4.5
672,14.0614,93.1184,2012-08-05 14:29:11,4.5
673,9.0281,93.5203,2012-08-02 14:48:22,4.0
674,9.1593,93.2882,2012-08-02 14:00:49,4.0
675,12.685,91.3155,2012-07-08 10:28:10,4.7
676,10.0344,93.7111,2012-07-01 09:24:09,4.0
677,15.3939,93.5538,2012-06-23 13:10:59,4.1
678,13.0312,92.0262,2012-05-26 04:21:07,4.3
679,14.398,93.2813,2012-05-24 19:39:26,4.8
680,15.1365,96.5968,2012-05-19 19:10:37,4.6
681,13.352,92.3838,2012-05-09 18:24:33,4.0
682,12.532,95.3647,2012-05-07 04:21:21,4.0
683,8.8997,93.8423,2012-05-03 04:59:31,4.9
684,10.0048,93.0187,2012-05-03 01:18:08,4.9
685,8.8428,93.8932,2012-05-02 09:57:29,4.9
686,10.1108,93.5072,2012-05-01 14:30:46,4.7
687,14.3718,93.2975,2012-04-30 13:06:59,5.3
688,11.5867,92.4994,2012-04-25 17:33:27,4.3
689,8.8837,93.7068,2012-04-25 16:30:59,5.0
690,8.9144,93.7585,2012-04-25 15:49:14,4.4
691,8.7814,93.9009,2012-04-25 11:52:53,4.3
692,9.1087,93.5787,2012-04-25 11:30:41,4.5
693,9.0125,94.1546,2012-04-25 09:15:40,4.1
694,8.9963,94.1894,2012-04-25 08:49:45,4.5
695,8.9859,94.1028,2012-04-25 08:32:14,4.2
696,8.9786,93.9524,2012-04-25 08:19:46,4.3
697,8.9259,93.8749,2012-04-25 07:53:21,5.3
698,9.0854,94.0954,2012-04-25 07:43:03,4.1
699,9.0095,93.9099,2012-04-25 07:42:24,5.9
700,8.7962,93.9605,2012-04-24 22:09:34,4.5
701,8.788,93.8529,2012-04-24 19:14:41,4.8
702,8.793,93.7781,2012-04-24 15:21:05,4.5
703,9.0413,94.0843,2012-04-24 15:02:23,4.6
704,8.8664,93.8782,2012-04-24 14:57:12,5.7
705,10.5099,92.761,2012-04-16 01:45:23,4.3
706,10.3776,94.0971,2012-04-12 00:57:40,4.0
707,10.156,91.841,2012-03-23 19:16:55,4.3
708,9.5039,93.3196,2012-03-20 10:18:51,4.9
709,10.5453,93.7678,2012-03-16 17:10:59,4.3
710,10.491,93.7707,2012-03-16 07:07:20,4.8
711,10.4697,93.6906,2012-03-16 05:58:15,4.6
712,10.5905,93.7258,2012-03-16 04:57:02,4.2
713,10.4809,93.8045,2012-03-15 20:46:32,4.6
714,10.401,93.7677,2012-03-15 20:45:56,4.2
715,10.4132,93.7783,2012-03-15 15:10:17,4.4
716,10.5966,93.7803,2012-03-15 14:55:58,4.6
717,10.5998,93.8293,2012-03-15 14:39:04,4.3
718,10.5404,93.6802,2012-03-14 17:41:05,5.0
719,10.5394,93.8962,2012-03-14 17:01:44,4.9
720,10.7119,93.7871,2012-03-14 15:39:00,4.3
721,11.58,91.9764,2012-03-10 12:18:28,4.5
722,8.7823,93.194,2012-03-06 02:55:21,4.2
723,12.7701,93.3844,2012-03-04 23:40:46,4.2
724,13.1023,92.5096,2012-03-01 17:52:43,4.8
725,12.3032,92.6272,2012-02-27 05:19:03,4.6
726,17.5547,95.9987,2012-02-15 15:36:46,4.4
727,10.5006,93.4033,2012-02-14 07:00:11,4.0
728,13.7535,92.9287,2012-02-06 23:16:53,4.8
729,13.0503,93.103,2012-01-21 07:11:03,4.4
730,10.6612,91.8334,2012-01-20 21:28:55,4.3
731,12.829,95.4892,2012-01-05 05:27:22,4.2
732,10.4169,91.4968,2012-01-01 05:19:32,4.6
733,10.7518,92.1201,2011-12-31 16:18:50,4.3
734,12.7759,93.122,2011-12-25 04:17:13,4.0
735,14.0153,93.02,2011-12-15 04:50:59,4.7
736,15.8885,95.3039,2011-12-10 11:44:21,4.1
737,12.5521,93.8271,2011-12-07 06:10:40,4.3
738,12.3753,91.9565,2011-12-06 01:22:27,4.7
739,12.5329,93.2504,2011-12-05 05:59:09,4.6
740,13.8993,93.0034,2011-11-18 16:22:48,4.2
741,11.1014,93.4436,2011-11-15 10:18:39,4.7
742,13.7511,93.796,2011-10-11 13:40:29,4.9
743,12.9378,95.6655,2011-10-03 04:34:59,4.8
744,12.9318,95.9507,2011-10-01 17:54:18,4.5
745,12.9144,95.7597,2011-10-01 13:07:58,4.2
746,12.9043,95.7325,2011-10-01 12:48:57,5.0
747,12.8525,95.8386,2011-10-01 12:18:00,4.1
748,12.6942,95.4674,2011-10-01 12:14:25,4.2
749,12.8597,95.7199,2011-10-01 04:22:18,5.2
750,12.8771,95.6945,2011-10-01 01:18:48,4.6
751,14.0807,92.9951,2011-09-28 14:40:01,4.2
752,12.8049,92.3938,2011-09-25 11:22:17,5.1
753,12.9411,93.2147,2011-08-22 16:35:41,4.4
754,15.0735,94.3192,2011-08-21 17:43:38,4.2
755,13.8763,92.8935,2011-07-22 12:34:20,4.4
756,9.7672,92.7334,2011-07-16 09:36:50,4.6
757,13.8264,92.6534,2011-07-12 02:55:16,4.2
758,12.6183,93.4951,2011-06-21 01:29:13,4.0
759,13.7139,92.8989,2011-06-18 10:03:51,4.5
760,14.0857,92.8474,2011-06-09 09:51:03,4.9
761,9.6911,92.5819,2011-06-03 07:27:12,5.5
762,13.6566,93.0678,2011-05-28 13:00:24,4.0
763,10.8917,91.4871,2011-05-28 06:22:12,4.6
764,13.8102,93.268,2011-05-20 04:49:41,4.0
765,13.6333,92.9281,2011-05-05 22:03:28,4.4
766,14.2991,93.0055,2011-05-02 20:32:00,4.1
767,13.6899,92.7711,2011-04-26 00:31:46,4.0
768,13.9098,92.6751,2011-04-24 17:35:40,4.1
769,13.009,93.2062,2011-04-18 01:06:52,4.4
770,10.6481,91.6813,2011-04-15 18:23:58,4.3
771,10.6593,91.5932,2011-04-15 12:42:57,4.3
772,12.95,92.4113,2011-03-19 12:42:40,4.8
773,10.562,91.6646,2011-02-16 10:55:26,4.7
774,13.9875,92.8991,2011-02-13 00:12:06,4.5
775,13.1417,92.5005,2011-02-11 18:14:55,4.2
776,9.1337,92.5507,2011-02-10 19:27:20,4.4
777,14.0073,92.9844,2011-02-02 13:11:19,4.5
778,10.6096,94.0401,2011-02-01 13:39:47,5.5
779,14.2893,96.5292,2011-02-01 10:24:22,4.5
780,11.369,92.0594,2011-01-12 23:54:32,4.4
781,10.3468,92.4715,2011-01-06 21:02:13,4.0
782,14.4001,93.091,2011-01-01 17:36:08,4.7
783,10.6348,93.3858,2010-12-23 23:24:15,4.0
784,11.36,92.1645,2010-12-13 05:22:39,4.1
785,12.9962,92.5447,2010-12-09 15:46:56,4.9
786,10.6484,93.6081,2010-12-06 02:28:45,4.0
787,13.8945,93.5324,2010-11-15 00:29:23,4.9
788,10.8765,92.0819,2010-11-09 15:01:40,4.4
789,16.8696,92.3905,2010-11-05 07:56:49,4.1
790,14.1909,92.9573,2010-10-21 20:07:09,4.6
791,12.9088,92.3567,2010-10-17 10:15:11,5.0
792,10.777,91.1399,2010-10-17 05:32:33,4.9
793,13.9877,92.9513,2010-10-03 02:58:10,4.8
794,12.3005,92.5484,2010-09-27 04:36:53,4.6
795,10.9894,95.1438,2010-09-19 11:28:01,4.4
796,11.0296,94.8668,2010-09-19 11:10:20,4.9
797,11.4411,94.9197,2010-09-12 01:32:32,4.5
798,12.6894,92.4767,2010-09-02 00:16:39,5.1
799,11.011,92.1599,2010-08-27 15:42:07,4.4
800,10.0329,93.6816,2010-08-26 04:04:35,4.3
801,13.9747,93.0573,2010-08-25 08:26:10,4.2
802,11.6048,95.2528,2010-08-25 04:47:14,4.2
803,11.0759,95.065,2010-08-19 22:19:19,5.1
804,14.0084,93.2919,2010-08-18 04:41:44,4.2
805,11.4759,94.9432,2010-08-17 01:39:30,5.4
806,10.8964,92.3144,2010-08-14 19:41:59,4.2
807,13.6348,92.8088,2010-08-09 22:21:44,5.2
808,10.9081,93.1545,2010-08-03 01:48:12,5.1
809,14.0041,93.0355,2010-08-02 04:49:28,4.0
810,14.0912,93.114,2010-07-30 09:58:46,4.0
811,9.664,93.245,2010-07-26 02:54:23,4.5
812,16.2634,94.6764,2010-07-25 13:31:56,4.0
813,16.4854,94.6098,2010-07-25 08:57:08,4.6
814,10.887,91.9163,2010-07-25 06:25:12,4.0
815,11.0141,91.8929,2010-07-22 16:11:14,4.5
816,11.029,91.8361,2010-07-22 06:20:27,4.6
817,9.9808,94.0151,2010-07-16 17:28:34,4.0
818,11.2079,93.2984,2010-07-09 02:08:42,4.2
819,14.3442,93.2003,2010-07-08 13:46:58,5.0
820,10.5055,93.6967,2010-07-04 11:16:44,4.4
821,10.2728,92.1536,2010-07-02 18:23:09,5.4
822,13.2646,95.6563,2010-06-27 10:51:46,5.0
823,13.3194,95.7974,2010-06-27 09:43:40,5.0
824,13.2008,93.0817,2010-06-18 23:09:32,5.9
825,16.9391,94.7643,2010-06-18 03:20:40,4.0
826,14.0382,92.8293,2010-06-16 07:50:44,4.8
827,11.9856,92.0752,2010-06-13 07:39:55,4.1
828,11.2109,93.6519,2010-05-31 19:51:47,6.5
829,11.2223,92.1815,2010-05-25 00:52:00,4.6
830,14.1618,92.7598,2010-05-22 17:40:31,4.3
831,12.516,95.0692,2010-05-18 09:32:21,4.0
832,14.0565,93.0179,2010-05-17 09:19:13,4.1
833,14.3561,93.197,2010-05-16 08:55:45,5.1
834,14.0714,92.9745,2010-05-14 16:59:17,4.4
835,14.0586,92.8489,2010-05-14 11:31:30,4.3
836,14.3276,93.1094,2010-05-13 00:19:29,4.2
837,9.4384,93.1077,2010-05-07 17:58:34,4.8
838,13.5835,92.7279,2010-05-07 09:23:52,4.9
839,14.3052,93.0537,2010-05-05 09:31:09,4.4
840,13.5501,92.7038,2010-05-02 05:53:43,4.5
841,10.9656,94.8115,2010-05-02 01:31:46,4.2
842,13.5549,92.7162,2010-05-01 21:18:56,5.0
843,13.7785,92.8666,2010-04-24 22:50:26,4.2
844,10.9672,93.6303,2010-04-19 13:54:06,4.8
845,10.7548,93.6288,2010-04-12 22:37:16,4.0
846,14.3878,93.0593,2010-04-09 18:02:23,4.8
847,14.5469,93.0142,2010-04-09 17:59:42,4.8
848,10.9266,92.1963,2010-04-04 02:40:57,4.0
849,13.6566,92.8778,2010-04-01 07:19:59,4.9
850,13.7276,92.666,2010-03-31 07:21:13,4.0
851,13.7974,92.7765,2010-03-30 20:33:37,4.4
852,13.6486,92.8513,2010-03-30 17:14:44,4.4
853,13.6128,92.8746,2010-03-30 16:54:47,6.6
854,13.6346,92.9772,2010-03-27 17:20:01,4.1
855,13.9551,92.933,2010-03-20 20:15:05,4.5
856,14.9162,96.2972,2010-03-13 08:53:28,4.7
857,14.1817,93.1291,2010-03-01 21:15:13,4.7
858,14.1387,93.1266,2010-02-25 03:51:48,4.9
859,12.9637,93.62,2010-02-19 02:15:28,4.8
860,13.865,92.8597,2010-02-16 07:07:48,4.7
861,14.0861,93.0459,2010-02-16 04:14:22,4.6
862,14.0581,92.9498,2010-02-10 18:02:35,4.5
863,10.75,92.004,2010-02-02 05:54:54,4.7
864,14.1701,93.1035,2010-01-30 16:39:26,4.1
865,10.0518,93.4704,2010-01-20 15:07:05,4.0
866,14.1872,93.1248,2010-01-16 06:31:29,4.9
867,14.24,93.2963,2010-01-11 03:38:38,4.0
868,14.4255,93.077,2009-12-27 17:18:46,4.0
869,14.0246,92.8736,2009-12-26 00:23:38,5.0
870,14.4142,92.9188,2009-12-22 19:29:45,4.0
871,14.0476,92.9851,2009-12-16 05:29:10,4.3
872,14.166,93.2165,2009-12-07 22:16:34,4.1
873,13.6164,92.8303,2009-12-01 11:40:45,5.3
874,13.7858,92.8389,2009-11-27 13:39:20,4.1
875,13.627,92.7482,2009-11-26 06:13:02,5.1
876,14.1094,93.0083,2009-11-23 06:39:45,4.1
877,14.0711,92.7214,2009-11-17 07:35:55,4.1
878,10.2666,93.79,2009-11-11 05:09:57,4.5
879,9.7715,92.0696,2009-11-06 22:30:32,4.0
880,13.9807,93.0136,2009-11-06 19:50:13,4.6
881,13.2482,92.4728,2009-11-06 02:26:12,4.4
882,17.62,96.33,2009-11-05 18:20:57,4.4
883,14.0334,93.0623,2009-11-02 21:35:46,5.4
884,14.1962,93.0456,2009-10-29 12:19:03,4.0
885,14.1555,93.0995,2009-10-27 18:10:13,4.6
886,14.0239,93.1368,2009-10-23 06:24:01,4.0
887,11.9845,94.9081,2009-10-20 09:28:48,4.9
888,16.8709,95.8018,2009-10-20 08:20:04,4.2
889,10.5153,91.5318,2009-10-15 05:17:54,4.2
890,10.6336,91.6227,2009-10-15 05:17:35,4.5
891,10.8907,92.2009,2009-10-14 23:04:55,4.0
892,10.7252,91.5676,2009-10-05 09:47:00,4.5
893,14.0862,92.9945,2009-10-03 14:28:00,4.2
894,13.9401,92.914,2009-10-02 18:29:05,4.6
895,14.0889,93.1522,2009-09-30 20:08:02,4.2
896,13.7506,92.9293,2009-09-20 15:21:47,4.2
897,14.0425,92.8847,2009-09-19 06:33:47,4.3
898,14.0587,92.9574,2009-09-18 00:19:39,4.1
899,10.2962,93.8358,2009-09-09 00:07:17,4.7
900,14.1051,93.0217,2009-09-08 19:32:52,4.3
901,14.0011,93.1127,2009-09-08 09:59:14,4.1
902,13.9333,92.8996,2009-09-06 18:14:03,4.0
903,13.9504,92.8783,2009-09-06 01:14:40,4.6
904,14.0222,93.1915,2009-09-05 08:18:49,4.3
905,16.1669,93.6941,2009-09-05 03:19:13,4.6
906,13.9876,93.1495,2009-09-04 06:57:52,4.3
907,13.9631,93.1095,2009-09-04 06:13:32,4.4
908,14.0988,92.9308,2009-09-03 00:49:43,4.1
909,10.9544,93.5052,2009-09-02 17:21:55,4.8
910,14.0983,92.8219,2009-08-31 10:41:31,4.8
911,14.229,93.0516,2009-08-30 09:34:12,4.7
912,14.3675,93.0524,2009-08-27 22:39:06,4.7
913,14.2391,93.0582,2009-08-27 17:50:59,4.2
914,14.0469,93.1001,2009-08-26 02:57:50,4.8
915,14.1971,93.2178,2009-08-25 08:31:45,4.4
916,14.2099,93.0183,2009-08-25 07:51:19,4.2
917,14.0517,93.0167,2009-08-21 14:26:02,4.9
918,14.2314,93.1286,2009-08-21 12:46:05,4.4
919,14.2253,92.7923,2009-08-18 21:04:40,4.2
920,14.0416,92.8069,2009-08-18 05:37:55,4.8
921,14.0156,92.9979,2009-08-17 21:27:57,4.0
922,13.9986,93.0377,2009-08-16 22:50:13,4.1
923,14.1374,93.1324,2009-08-16 15:37:16,4.0
924,14.3364,93.0177,2009-08-15 05:07:56,4.3
925,13.9883,92.9966,2009-08-14 19:39:49,5.0
926,13.9157,92.8144,2009-08-14 10:52:56,4.3
927,14.008,93.0235,2009-08-14 03:53:32,4.5
928,13.9803,93.0009,2009-08-13 20:49:30,4.7
929,14.1556,93.2749,2009-08-13 19:30:01,4.0
930,14.2176,93.0954,2009-08-13 14:43:38,4.8
931,13.9127,92.9003,2009-08-13 09:27:52,4.0
932,14.1029,92.8312,2009-08-13 09:21:35,5.9
933,14.2394,93.0697,2009-08-13 00:54:49,4.7
934,14.0526,92.9487,2009-08-12 22:12:18,4.1
935,14.3035,92.7034,2009-08-12 19:09:30,4.1
936,13.6426,93.7995,2009-08-12 05:25:15,4.1
937,9.0148,93.6893,2009-08-12 04:33:23,5.1
938,14.0756,93.1153,2009-08-12 04:09:03,4.0
939,14.0102,93.1283,2009-08-12 03:02:52,4.4
940,14.4157,92.971,2009-08-12 00:04:11,4.1
941,14.0985,93.2107,2009-08-11 23:13:40,4.2
942,13.9091,93.1626,2009-08-11 21:52:49,4.3
943,13.8595,92.9884,2009-08-11 18:55:13,4.1
944,13.9053,92.9875,2009-08-11 15:19:07,4.5
945,14.2297,93.2794,2009-08-11 12:57:02,4.1
946,14.2908,93.1436,2009-08-11 10:18:09,4.6
947,14.0579,93.0357,2009-08-11 08:51:28,4.6
948,14.0154,93.1369,2009-08-11 08:32:11,4.5
949,14.3596,92.9426,2009-08-11 07:54:37,4.9
950,14.0709,92.9825,2009-08-11 07:14:35,4.5
951,13.9649,93.0658,2009-08-11 06:26:01,4.0
952,13.9598,92.9835,2009-08-11 06:10:03,4.6
953,14.3565,93.0787,2009-08-11 04:37:59,4.4
954,11.5288,92.2642,2009-08-11 01:58:38,4.2
955,13.2111,93.0885,2009-08-11 01:54:48,4.1
956,14.0345,93.1078,2009-08-11 01:42:51,4.2
957,13.9055,92.8672,2009-08-11 00:57:08,4.1
958,14.0322,92.9217,2009-08-11 00:20:10,4.5
959,13.9458,93.0283,2009-08-10 23:14:49,4.2
960,14.0217,92.9078,2009-08-10 23:05:29,4.1
961,14.1251,93.0797,2009-08-10 22:56:16,4.2
962,14.3298,93.0199,2009-08-10 21:19:40,4.7
963,13.5506,93.2442,2009-08-10 20:31:21,4.3
964,13.4147,93.2093,2009-08-10 20:27:58,4.1
965,14.0848,93.0298,2009-08-10 20:23:31,4.3
966,14.0265,93.1222,2009-08-10 20:16:41,4.6
967,14.0522,92.8685,2009-08-10 19:55:39,7.5
968,10.0873,93.3238,2009-07-29 09:06:22,4.0
969,10.5712,94.0917,2009-07-28 19:14:08,5.0
